This file is an ordered list of 16bit choices for two additional miller-rabin
bases to use in conjunction with bases 2 and 15, for doing primality testing of
a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to all
four of the following bases: base[0]=2, base[1]=15,
base[2]=column1_base_number, and base[3]=column2_base_number.

The roughly 15000 listed base combinations are the best out of the exhaustive
list of all possible combinations of two 16bit base values (approximately 2
billion combinations all evaluated).

total pseudoprimes   base number   base number
10921  4672   36517
10921  4693   8325
10921  4693   17763
10921  4693   31968
10921  4693   39321
10921  4693   52107
10921  4693   59940
10921  4792   40768
10921  5078   53248
10921  5200   33890
10921  5200   54020
10921  5733   28820
10921  5733   48172
10921  5733   52067
10921  5733   60173
10921  5733   64948
10921  5785   9477
10921  5804   33813
10921  5807   63700
10921  6159   63700
10921  6206   29952
10921  6292   50997
10921  6877   35957
10921  6987   15028
10921  7020   7381
10921  7020   14430
10921  7104   63700
10921  7105   61893
10921  7191   40768
10921  7215   13312
10921  7252   65533
10921  7303   53248
10921  7381   28080
10921  7488   33884
10921  7488   39705
10921  7693   60112
10921  8125   8658
10921  8125   22797
10921  8125   25012
10921  8125   35960
10921  8125   44835
10921  8125   48620
10921  8125   62048
10921  8325   32500
10921  8411   15028
10921  8658   32500
10921  8755   13312
10921  8764   12493
10921  8829   49972
10921  9048   21853
10921  9335   12493
10921  9361   48373
10921  9477   12678
10921  9477   14703
10921  9477   16037
10921  9477   29192
10921  9477   33665
10921  9477   50712
10921  9477   55817
10921  9477   64845
10921  9555   61568
10921  9586   60112
10921  9882   18772
10921  10192  12968
10921  10192  15770
10921  10192  19516
10921  10192  38906
10921  10192  63080
10921  10372  15028
10921  10527  58357
10921  10933  27582
10921  10933  49158
10921  10943  22932
10921  11700  11781
10921  11700  13768
10921  11700  32291
10921  11700  43311
10921  11700  55950
10921  11700  58626
10921  11772  40768
10921  12043  19773
10921  12493  13715
10921  12493  13725
10921  12493  27018
10921  12493  33036
10921  12493  35316
10921  12493  54900
10921  12493  64258
10921  13312  16650
10921  13312  23569
10921  13312  23976
10921  13312  27103
10921  13312  37253
10921  13312  42038
10921  13312  63080
10921  13431  56355
10921  13952  15028
10921  14235  51597
10921  14376  49972
10921  14430  19773
10921  14439  15028
10921  14997  19773
10921  15028  16236
10921  15028  23249
10921  15028  42089
10921  15028  49333
10921  15028  61073
10921  15308  37908
10921  15770  53248
10921  15925  25984
10921  15925  33093
10921  15925  41832
10921  15925  43057
10921  15925  43197
10921  15925  50409
10921  15925  54390
10921  15925  58344
10921  15925  58541
10921  16470  49972
10921  16848  21042
10921  17034  63700
10921  17629  29952
10921  17797  28860
10921  17797  40606
10921  17797  53724
10921  18244  49972
10921  18500  48373
10921  18597  26325
10921  18688  36517
10921  19522  21853
10921  19534  51597
10921  19773  23569
10921  19773  29994
10921  19773  36842
10921  19773  44417
10921  19773  46250
10921  20195  63700
10921  20287  25168
10921  20585  24037
10921  20800  25435
10921  20800  36853
10921  20800  43595
10921  20800  50078
10921  21110  29952
10921  21472  26325
10921  21576  46800
10921  21853  33890
10921  22350  37908
10921  22385  51597
10921  22932  47023
10921  24037  24975
10921  24037  41236
10921  24037  58283
10921  24356  46800
10921  24400  42237
10921  25143  27508
10921  25157  53248
10921  25168  37471
10921  25168  54518
10921  25211  29952
10921  25984  63700
10921  26216  63700
10921  26349  60112
10921  26357  27508
10921  26664  65533
10921  26973  27508
10921  27239  33813
10921  28242  56355
10921  28416  63700
10921  28717  29321
10921  28717  39323
10921  29008  38220
10921  29008  54925
10921  29212  53248
10921  29952  45017
10921  30005  60112
10921  30196  33813
10921  31990  49972
10921  32159  65533
10921  32500  46696
10921  32500  53078
10921  32500  62096
10921  32865  39325
10921  33705  65533
10921  33813  43683
10921  33813  62677
10921  34369  65533
10921  37554  40768
10921  37818  56355
10921  37908  40358
10921  38120  46800
10921  38344  60112
10921  38464  54925
10921  38586  40768
10921  40909  65533
10921  43704  60112
10921  43732  53918
10921  43732  63758
10921  43732  63898
10921  44846  56628
10921  45229  53248
10921  45253  52315
10921  45253  53465
10921  45253  60537
10921  46800  57918
10921  47124  53248
10921  47260  65533
10921  48373  61422
10921  48796  65533
10921  49972  57040
10921  50580  65533
10921  51597  56940
10921  51678  60112
10921  53248  53494
10921  53248  58998
10921  53248  59338
10921  53248  59944
10921  54813  56628
10921  55510  60112
10921  57252  58357
10921  58357  61170
10921  59200  63180
10921  60112  62976
10921  65526  65533
10922  13     23393
10922  13     24674
10922  13     28647
10922  13     38857
10922  13     58626
10922  37     42237
10922  52     1305
10922  52     10156
10922  52     12863
10922  52     15770
10922  52     19980
10922  52     24245
10922  52     25835
10922  52     26887
10922  52     37253
10922  52     38857
10922  52     53494
10922  52     53825
10922  52     55500
10922  52     55606
10922  52     57696
10922  52     57756
10922  52     59944
10922  74     43732
10922  111    27508
10922  117    17629
10922  117    34153
10922  208    18814
10922  208    41290
10922  208    47124
10922  208    53774
10922  208    58626
10922  208    58877
10922  325    7047
10922  325    64103
10922  436    3757
10922  444    15925
10922  468    18597
10922  468    27404
10922  468    50785
10922  569    63700
10922  592    18772
10922  592    42237
10922  637    7654
10922  637    38341
10922  637    39026
10922  637    48800
10922  637    55491
10922  637    56920
10922  637    58201
10922  680    21853
10922  832    4995
10922  832    18814
10922  832    20292
10922  832    23976
10922  832    26657
10922  832    26887
10922  832    34734
10922  832    38857
10922  832    41290
10922  832    53494
10922  832    53825
10922  832    54373
10922  832    54745
10922  832    55500
10922  832    56717
10922  925    39325
10922  951    20800
10922  1053   48548
10922  1098   5733
10922  1300   43595
10922  1300   50078
10922  1300   50785
10922  1300   53137
10922  1305   13312
10922  1813   9477
10922  1872   21110
10922  1872   45017
10922  2191   12493
10922  2276   63700
10922  2491   2925
10922  2548   2943
10922  2548   19516
10922  2548   41905
10922  2548   45066
10922  2548   56837
10922  2925   13387
10922  2925   15770
10922  2925   18109
10922  2925   34042
10922  2925   37225
10922  2925   37376
10922  2925   53997
10922  2925   56459
10922  2925   59106
10922  3140   28717
10922  3172   36517
10922  3328   23393
10922  3328   24674
10922  3328   28647
10922  3328   38857
10922  3328   58626
10922  3757   7693
10922  3757   10926
10922  3757   17052
10922  3757   28647
10922  3757   37286
10922  3757   46538
10922  3757   47260
10922  3757   55510
10922  3757   57190
10922  3757   61061
10922  3757   62976
10922  3757   64484
10922  3757   64759
10922  3757   64850
10922  3848   9555
10922  3924   40768
10922  4476   11700
10922  4693   56260
10922  4850   6877
10922  4875   22021
10922  5200   24395
10922  5200   25012
10922  5200   35557
10922  5200   43595
10922  5264   54925
10922  5302   12493
10922  5406   11700
10922  5439   10933
10922  5550   28717
10922  5733   8325
10922  5733   8979
10922  5733   14410
10922  5733   16893
10922  5733   17568
10922  5733   20014
10922  5733   28933
10922  5733   35488
10922  5733   37604
10922  5733   47023
10922  5733   57640
10922  5811   17797
10922  6100   56628
10922  6292   28752
10922  6349   36517
10922  6660   15925
10922  6877   37362
10922  6877   51678
10922  6976   28717
10922  7104   24037
10922  7488   18597
10922  7823   60112
10922  8125   12137
10922  8125   27195
10922  8125   29710
10922  8125   33300
10922  8125   34632
10922  8125   41023
10922  8125   46696
10922  8125   58998
10922  8411   60112
10922  8720   10933
10922  8954   21853
10922  9298   63700
10922  9472   18772
10922  9472   42237
10922  9477   13307
10922  9477   21757
10922  9477   50664
10922  9477   57029
10922  9477   64148
10922  9642   49972
10922  9990   37908
10922  10001  39325
10922  10156  13312
10922  10192  32079
10922  10192  48461
10922  10192  55491
10922  10192  62784
10922  10527  24037
10922  10558  24037
10922  10926  60112
10922  10933  31443
10922  11243  40768
10922  11700  17904
10922  11700  24626
10922  11700  24674
10922  11700  37225
10922  11700  44184
10922  11700  47124
10922  11700  51452
10922  11700  52465
10922  11700  54191
10922  11700  55072
10922  11825  32500
10922  12043  63700
10922  12493  14260
10922  12493  29769
10922  12493  39464
10922  12493  42772
10922  12493  62750
10922  12863  13312
10922  13312  19980
10922  13312  25835
10922  13312  26887
10922  13312  37743
10922  13312  38857
10922  13312  53494
10922  13312  53825
10922  13312  54745
10922  13312  55500
10922  13312  55606
10922  13312  57696
10922  13312  57756
10922  13312  59944
10922  13579  40768
10922  13715  45253
10922  13715  49972
10922  14157  36472
10922  14157  59200
10922  14616  43732
10922  15028  16121
10922  15028  26349
10922  15028  30005
10922  15028  33601
10922  15028  39225
10922  15028  43704
10922  15028  46742
10922  15028  56839
10922  15028  60155
10922  15028  60312
10922  15028  62066
10922  15216  20800
10922  15785  63700
10922  15925  31668
10922  15925  38970
10922  15925  48014
10922  15925  61055
10922  15925  62584
10922  15925  63585
10922  16518  36517
10922  16659  36517
10922  16848  48548
10922  17052  60112
10922  17671  37908
10922  17797  62197
10922  17797  65144
10922  18427  46800
10922  18772  55369
10922  18772  59940
10922  18944  43732
10922  19516  40768
10922  19773  34632
10922  19773  57720
10922  19773  59135
10922  19773  64103
10922  21472  32500
10922  21853  55210
10922  21853  58299
10922  22797  32500
10922  22875  28717
10922  22932  29722
10922  22932  35488
10922  22932  40812
10922  22932  43772
10922  23348  32500
10922  24037  51085
10922  24400  56628
10922  24674  53248
10922  26079  49972
10922  26325  32888
10922  26325  34153
10922  26973  42237
10922  27455  43732
10922  27508  28416
10922  27508  39986
10922  27904  28717
10922  28080  57720
10922  28297  65533
10922  28616  39325
10922  28647  60112
10922  28717  44835
10922  28717  47138
10922  28860  38220
10922  28905  33813
10922  29008  37908
10922  29023  45253
10922  29952  34153
10922  30387  31213
10922  32130  65533
10922  32500  34632
10922  32500  58175
10922  32500  58998
10922  32500  63898
10922  32507  43732
10922  33813  39635
10922  33813  47763
10922  35350  45253
10922  36416  63700
10922  36517  40674
10922  36517  50752
10922  36517  54461
10922  36517  61675
10922  37216  45253
10922  37253  46800
10922  37376  46800
10922  37444  45253
10922  38220  55559
10922  40039  65533
10922  40768  47088
10922  40768  56837
10922  40905  60112
10922  40970  49972
10922  41290  53248
10922  41943  49972
10922  42237  44554
10922  42697  58357
10922  44955  56355
10922  45253  55508
10922  46214  61893
10922  46538  60112
10922  46800  51940
10922  49972  54500
10922  49972  60793
10922  53248  53774
10922  53248  58626
10922  53248  58877
10922  54390  63700
10922  54925  62782
10922  56628  59200
10922  57190  60112
10922  58367  65533
10922  60112  64850
10922  63140  63700
10922  63176  65533
10923  13     11781
10923  13     20710
10923  13     25835
10923  13     32850
10923  13     51059
10923  13     56459
10923  13     58998
10923  52     2539
10923  52     4995
10923  52     14439
10923  52     18814
10923  52     20880
10923  52     40624
10923  52     48330
10923  52     50024
10923  52     50209
10923  117    6851
10923  146    2925
10923  146    46800
10923  148    8125
10923  185    15925
10923  208    9964
10923  208    23393
10923  208    32850
10923  208    65236
10923  325    54020
10923  333    56355
10923  436    60112
10923  444    24037
10923  468    33884
10923  637    15770
10923  637    30178
10923  637    41905
10923  637    47952
10923  637    63080
10923  780    54238
10923  832    8755
10923  832    9964
10923  832    14225
10923  832    14439
10923  832    15770
10923  832    24245
10923  832    25835
10923  832    37253
10923  832    38941
10923  832    44184
10923  832    50024
10923  832    50072
10923  832    50209
10923  832    57756
10923  962    19773
10923  976    17797
10923  1053   27429
10923  1145   37908
10923  1300   10776
10923  1300   24395
10923  1525   56628
10923  1573   28663
10923  1573   42108
10923  1573   50997
10923  1635   56355
10923  1665   24037
10923  1755   57720
10923  1798   37908
10923  1884   63700
10923  2231   15028
10923  2336   2925
10923  2336   46800
10923  2404   54925
10923  2491   11700
10923  2491   46800
10923  2539   13312
10923  2548   7191
10923  2548   10366
10923  2548   11243
10923  2548   20293
10923  2548   32441
10923  2548   42547
10923  2548   55491
10923  2686   11700
10923  2887   26325
10923  2925   12506
10923  2925   18427
10923  2925   28420
10923  2925   39856
10923  2925   51940
10923  2925   57918
10923  2943   40768
10923  2997   5200
10923  3003   36517
10923  3050   10192
10923  3328   11781
10923  3328   20710
10923  3328   25835
10923  3328   32850
10923  3328   51059
10923  3328   56459
10923  3328   58998
10923  3442   46800
10923  3700   15795
10923  3757   23269
10923  3757   29140
10923  3757   31292
10923  3757   41930
10923  3757   43899
10923  3757   45100
10923  3848   10933
10923  3848   37908
10923  4212   27429
10923  4329   58357
10923  4360   10933
10923  4392   31213
10923  4392   43732
10923  4545   15028
10923  4633   9477
10923  4832   21853
10923  4879   10192
10923  4995   13312
10923  4999   11700
10923  5200   7047
10923  5200   13183
10923  5200   31286
10923  5200   47952
10923  5672   33813
10923  5733   16470
10923  5733   26422
10923  5733   64307
10923  5733   65375
10923  5785   37908
10923  6054   21853
10923  6100   14157
10923  6851   29952
10923  6877   27564
10923  6877   56121
